"Shopping Cart","Shopping Cart",module,Magento_Checkout
"Invalid method: %1","Invalid method: %1",module,Magento_Checkout
City,City,module,Magento_Checkout
Country,Country,module,Magento_Checkout
State/Province,State/Province,module,Magento_Checkout
"Zip/Postal Code","Zip/Postal Code",module,Magento_Checkout
"My Cart (1 item)","My Cart (1 item)",module,Magento_Checkout
"My Cart (%1 items)","My Cart (%1 items)",module,Magento_Checkout
"My Cart","My Cart",module,Magento_Checkout
"%1: Line %2","%1: Line %2",module,Magento_Checkout
"For delivery questions.","For delivery questions.",module,Magento_Checkout
"Customer is already registered","Customer is already registered",module,Magento_Checkout
"Your session has expired","Your session has expired",module,Magento_Checkout
"A letter with further instructions will be sent to your email.","A letter with further instructions will be sent to your email.",module,Magento_Checkout
"You added %1 to your shopping cart.","You added %1 to your shopping cart.",module,Magento_Checkout
"We can't add this item to your shopping cart right now.","We can't add this item to your shopping cart right now.",module,Magento_Checkout
"Out of stock","Out of stock",module,Magento_Checkout
"Please select at least one product to add to cart","Please select at least one product to add to cart",module,Magento_Checkout
"The quote item isn't found. Verify the item and try again.","The quote item isn't found. Verify the item and try again.",module,Magento_Checkout
"We cannot configure the product.","We cannot configure the product.",module,Magento_Checkout
"You used coupon code ""%1"".","You used coupon code ""%1"".",module,Magento_Checkout
"The coupon code ""%1"" is not valid.","The coupon code ""%1"" is not valid.",module,Magento_Checkout
"You canceled the coupon code.","You canceled the coupon code.",module,Magento_Checkout
"We cannot apply the coupon code.","We cannot apply the coupon code.",module,Magento_Checkout
"We can't remove the item.","We can't remove the item.",module,Magento_Checkout
"%1 was updated in your shopping cart.","%1 was updated in your shopping cart.",module,Magento_Checkout
"We can't update the item right now.","We can't update the item right now.",module,Magento_Checkout
"Something went wrong while saving the page. Please refresh the page and try again.","Something went wrong while saving the page. Please refresh the page and try again.",module,Magento_Checkout
"We can't update the shopping cart.","We can't update the shopping cart.",module,Magento_Checkout
"One-page checkout is turned off.","One-page checkout is turned off.",module,Magento_Checkout
"Guest checkout is disabled.","Guest checkout is disabled.",module,Magento_Checkout
Checkout,Checkout,module,Magento_Checkout
"Page not found.","Page not found.",module,Magento_Checkout
